model,year,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,seating_capacity,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,annual_sales_units,customer_rating,warranty_years,range_efficiency,price_per_range_mile,power_to_weight,torque_to_weight,battery_to_weight,vehicle_age,drive_type_FWD,drive_type_RWD,body_type_Hatchback,body_type_SUV,body_type_Sedan,body_type_Truck,body_type_Van,country_of_origin_Germany,country_of_origin_Japan,country_of_origin_South Korea,country_of_origin_Sweden,country_of_origin_US,market_segment_Luxury,market_segment_Mid-range,market_segment_Premium,brand_BMW,brand_BYD,brand_Fisker,brand_Ford,brand_GM/Chevrolet,brand_Honda,brand_Hyundai,brand_Kia,brand_Lucid,brand_Mercedes,brand_NIO,brand_Polestar,brand_Porsche,brand_Rivian,brand_Tesla,brand_Toyota,brand_Volkswagen,brand_Volvo,brand_Xiaomi,variant_Long Range,variant_Performance,variant_Premium,variant_Standard
Air,2026,225594.15,63.1,216.0,285.9,8.0,125.0,1000.0,889.0,7,62.9,1500.0,5,0,21994,3.37,5,3.4231378763866878,1044.4173611111112,0.6666666666666666,0.5926666666666667,0.04206666666666667,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ID. Buzz,2025,87726.28,40.6,161.0,79.3,6.58,133.0,1000.0,936.0,7,76.4,1646.0,5,1,253183,3.49,3,3.96551724137931,544.8837267080745,0.6075334143377886,0.56865127582017,0.024665856622114218,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
EQE,2024,146623.72,69.1,262.0,117.9,5.33,176.0,935.0,806.0,7,16.8,1586.0,4,2,43244,3.61,7,3.791606367583213,559.6325190839694,0.5895334174022698,0.5081967213114754,0.0435687263556116,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Mustang Mach-E,2022,64696.27,51.7,165.0,60.6,6.94,144.0,704.0,642.0,5,67.4,1771.0,4,1,37967,3.06,4,3.1914893617021276,392.098606060606,0.39751552795031053,0.36250705815923207,0.029192546583850933,4,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Picanto EV,2024,26810.33,75.6,247.0,71.5,5.79,166.0,174.0,223.0,7,48.7,2204.0,5,1,138862,3.48,5,3.2671957671957674,108.54384615384616,0.07894736842105263,0.10117967332123412,0.03430127041742286,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blazer EV,2024,45723.03,55.0,207.0,69.5,6.64,148.0,515.0,479.0,5,68.5,1728.0,5,0,19610,3.43,4,3.7636363636363637,220.8842028985507,0.2980324074074074,0.27719907407407407,0.031828703703703706,2,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Q6 e-tron,2025,99175.33,93.3,334.0,217.0,3.73,185.0,706.0,646.0,5,31.9,1897.0,5,2,77677,3.68,6,3.579849946409432,296.932125748503,0.37216657880864523,0.34053769109119664,0.049182920400632574,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ID. Aero,2025,87997.46,42.5,150.0,88.7,7.75,129.0,1000.0,893.0,7,63.2,1931.0,4,2,228031,3.16,4,3.5294117647058822,586.6497333333334,0.5178663904712584,0.4624546866908338,0.022009321595028483,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Leaf 50X,2025,25853.85,83.7,278.0,69.9,6.22,157.0,204.0,200.0,7,74.6,2589.0,5,0,106382,3.56,4,3.321385902031063,92.99946043165467,0.07879490150637311,0.0772499034376207,0.032329084588644266,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
i3,2025,66806.73,104.8,353.0,86.3,5.0,170.0,376.0,398.0,5,25.6,1736.0,4,1,37357,3.74,7,3.368320610687023,189.2541926345609,0.21658986175115208,0.22926267281105991,0.060368663594470046,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
F-150 Lightning,2024,38587.0,78.0,278.0,149.3,6.77,145.0,282.0,248.0,2,77.3,2728.0,5,2,66132,3.55,5,3.5641025641025643,138.8021582733813,0.10337243401759531,0.09090909090909091,0.028592375366568914,2,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Explorer EV,2024,61417.24,107.1,370.0,237.9,3.91,189.0,606.0,524.0,5,31.7,1689.0,5,0,29374,3.68,3,3.454715219421102,165.99254054054055,0.35879218472468916,0.310242747187685,0.06341030195381882,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
F-150 Lightning,2026,73146.64,40.1,150.0,143.8,6.78,157.0,837.0,763.0,2,68.6,2484.0,5,2,26454,3.22,4,3.740648379052369,487.6442666666667,0.33695652173913043,0.3071658615136876,0.016143317230273752,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ID.4,2024,80127.24,106.2,352.0,207.6,3.59,193.0,890.0,825.0,7,68.0,2269.0,5,0,267416,3.45,4,3.3145009416195856,227.63420454545457,0.39224327897752315,0.36359629792860293,0.04680475980608197,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
F-150 Lightning,2025,69759.03,87.5,324.0,69.5,5.88,162.0,803.0,740.0,4,75.3,2664.0,4,0,57497,3.67,4,3.702857142857143,215.30564814814815,0.3014264264264264,0.2777777777777778,0.03284534534534535,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Model 3,2023,68205.18,50.5,178.0,305.4,7.89,121.0,492.0,417.0,5,79.6,1512.0,4,3,179048,3.64,4,3.5247524752475248,383.1751685393258,0.3253968253968254,0.2757936507936508,0.0333994708994709,3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
EV9,2026,52324.87,44.4,154.0,84.3,6.34,158.0,517.0,461.0,5,41.9,2334.0,5,0,142095,3.03,5,3.4684684684684686,339.77188311688315,0.22150814053127676,0.19751499571550984,0.019023136246786632,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Model X,2025,119926.96,80.9,277.0,248.9,4.98,177.0,912.0,883.0,5,77.4,1826.0,4,2,137895,4.12,5,3.4239802224969096,432.9493140794224,0.4994523548740416,0.4835706462212486,0.04430449069003286,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Max,2022,59138.53,43.2,160.0,81.3,7.03,141.0,665.0,586.0,7,19.9,1666.0,4,2,241442,3.15,4,3.7037037037037033,369.6158125,0.39915966386554624,0.3517406962785114,0.025930372148859546,4,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ID.3,2025,73427.05,43.7,150.0,145.8,5.35,164.0,778.0,730.0,7,20.9,1532.0,4,0,258880,3.26,4,3.432494279176201,489.51366666666667,0.5078328981723238,0.4765013054830287,0.028524804177545694,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ID.4,2021,105115.96,73.1,242.0,57.4,7.41,143.0,1000.0,918.0,5,76.9,2408.0,4,1,297514,3.44,5,3.3105335157318745,434.3634710743802,0.4152823920265781,0.3812292358803987,0.030357142857142853,5,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Bolt EV,2024,54375.97,88.9,299.0,200.1,2.85,200.0,612.0,507.0,7,31.1,1654.0,5,0,24792,3.55,3,3.3633295838020247,181.8594314381271,0.37001209189842804,0.30652962515114873,0.05374848851269649,2,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ID. Aero,2025,61721.97,88.9,293.0,121.0,4.49,174.0,611.0,538.0,5,38.9,2029.0,4,1,292808,3.65,3,3.295838020247469,210.6551877133106,0.3011335633316905,0.26515524889107933,0.04381468703794973,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
ID.4,2025,70848.39,47.9,178.0,115.1,6.3,160.0,723.0,644.0,7,21.5,1500.0,4,1,282558,3.33,4,3.7160751565762005,398.0246629213483,0.482,0.42933333333333334,0.031933333333333334,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Seagull,2024,51370.62,105.7,403.0,99.6,4.91,177.0,534.0,505.0,7,28.1,1598.0,5,1,177642,3.76,4,3.8126773888363292,127.47052109181142,0.3341677096370463,0.3160200250312891,0.06614518147684606,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ID.5,2021,44741.31,93.3,312.0,57.6,4.33,186.0,326.0,304.0,7,24.9,1689.0,5,2,254746,3.41,4,3.3440514469453375,143.4016346153846,0.19301361752516283,0.17998815867377146,0.05523978685612788,5,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Qin,2021,25493.2,79.0,290.0,50.3,6.89,147.0,244.0,200.0,5,59.6,1716.0,4,0,203716,3.59,3,3.670886075949367,87.90758620689655,0.14219114219114218,0.11655011655011654,0.04603729603729604,5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Model Y,2025,139788.5,103.7,335.0,289.7,5.62,164.0,990.0,941.0,5,36.9,1711.0,4,2,402120,3.78,5,3.2304725168756026,417.27910447761195,0.5786090005844535,0.5499707773232028,0.06060783167738165,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
EV6,2020,29338.85,40.5,157.0,85.7,6.13,165.0,185.0,200.0,5,68.7,2266.0,4,1,61921,3.18,3,3.876543209876543,186.8716560509554,0.08164165931156223,0.088261253309797,0.01787290379523389,6,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
iX,2024,73854.83,96.9,322.0,135.2,4.66,181.0,435.0,336.0,5,24.9,1829.0,5,2,33084,3.64,8,3.3230134158926727,229.36282608695652,0.2378348824494259,0.18370694368507381,0.0529797703663204,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
i3,2025,108403.17,84.9,286.0,52.2,5.55,165.0,939.0,836.0,7,72.3,2516.0,5,2,60610,3.5,8,3.3686690223792697,379.0320629370629,0.3732114467408585,0.3322734499205087,0.03374403815580286,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Kona Electric,2024,50241.81,101.5,340.0,152.7,3.86,193.0,556.0,549.0,5,41.1,2084.0,5,0,106270,3.67,3,3.3497536945812807,147.7700294117647,0.2667946257197697,0.2634357005758157,0.04870441458733205,2,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ID. Aero,2023,107650.74,66.0,238.0,70.6,5.43,169.0,1000.0,931.0,5,31.9,1500.0,4,1,215531,3.43,4,3.606060606060606,452.3140336134454,0.6666666666666666,0.6206666666666667,0.044,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
GLE EV,2026,89516.61,78.7,296.0,115.6,4.23,185.0,381.0,309.0,5,62.0,1692.0,4,1,50182,4.07,5,3.761118170266836,302.4209797297297,0.225177304964539,0.18262411347517732,0.0465130023640662,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Ioniq 6,2024,106647.79,98.5,363.0,152.4,2.76,200.0,1000.0,921.0,7,36.4,1549.0,5,1,149654,3.94,5,3.685279187817259,293.795564738292,0.6455777921239509,0.5945771465461588,0.06358941252420917,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ioniq,2023,85387.82,78.5,251.0,130.4,5.18,178.0,1000.0,899.0,5,26.9,1500.0,4,2,131774,3.48,3,3.1974522292993632,340.1905179282869,0.6666666666666666,0.5993333333333334,0.052333333333333336,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Model S,2023,84622.11,73.7,264.0,297.0,7.3,143.0,599.0,590.0,5,44.8,1922.0,4,2,193331,3.64,5,3.5820895522388057,320.53829545454545,0.31165452653485953,0.30697190426638915,0.03834547346514048,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Atto 3,2025,28903.55,96.2,330.0,61.7,4.73,180.0,255.0,210.0,5,34.4,1559.0,4,1,225650,3.6,3,3.4303534303534304,87.58651515151514,0.163566388710712,0.13470173187940987,0.06170622193713919,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
